config,overhead,det_success,det_p95_ms,det_p99_ms,net_success,net_p95_ms,net_p99_ms,total_success
"BASE (best_effort,1path,n1k1)",1.0,0.973,25.812478366302138,395.01929354235705,0.9650565262076053,13.429875732365948,17.92302035513597,0.9
"ROBUST (tdma,2paths,n4k2)",2.0,0.973,25.812478366302138,395.01929354235705,1.0,5.372399397601594,5.922134992285757,0.931
