config,messages,deadline_ms,deadline_success,p50_ms,p95_ms,p99_ms,overhead,late_rate,excess_lateness_mean_ms
IID_baseline_best_effort_n1k1,1200,20.0,0.9816666666666667,6.331746467109042,14.044318510322345,18.236832123380918,1.0,0.018333333333333313,0.17229788546281896
