config,messages,deadline_ms,deadline_success,p50_ms,p95_ms,p99_ms,overhead,late_rate,excess_lateness_mean_ms
IID_best_effort_n1k1,1200,20.0,0.9741666666666666,6.2399725356171984,13.36467186911104,18.2391890600693,1.0,0.025833333333333375,0.2718533884057815
IID_tdma_n1k1,1200,20.0,0.9941666666666666,3.193537643765012,4.566343613366914,5.120180963471212,1.0,0.005833333333333357,0.11666666666666667
